sexe	naissance	origine_geo	residence	conjugal1	conjugal2	familial1	familial2	nb_enfants	situation_pro1	situation_pro2	situation_pro_autre	profession	diplome	pro_poker	exp_poker	is_jeu_avant	what_jeu_avant1	what_jeu_avant2	what_jeu_avant3	what_jeu_avant4	what_jeu_avant5	what_jeu_avant6	what_jeu_avant7	what_jeu_avant8	what_jeu_avant9	what_jeu_avant10	what_jeu_avant11	what_jeu_avant12	what_jeu_avant13	what_jeu_avant_autre	how_decouvert	how_decouvert_2	how_decouvert_3	how_decouvert_4	how_decouvert_5	how_decouvert_6	how_decouvert_7	how_decouvert_autre	1partie_1	1partie_2	1partie_3	1somme	depuis1	depuis2	depuis3	depuis4	depuis5	depuis6	depuis7	depuis_autre	progres_max1	progres_max2	progres_max3	progres_max4	progres_max5	progres_max6	progres_max7	progres_max8	progres_max9	progres_max_autre	variante1	variante2	variante3	variante4	variante5	var_tour1	var_tour2	var_tour3	var_arg1	var_arg2	var_arg3	variante_autre	variante_max1	variante_max2	variante_max3	variante_max4	variante_max5	var_tour_max1	var_tour_max2	var_tour_max3	var_arg_max1	var_arg_max2	var_tour_max3	internet_par_semaine	internet_jour	internet_heure	internet_heure2	sites	somme_compte	retire_compte	somme_internet	somme_live	calcul	bluff	chance	lecture	argent	autre_dimension	is_jeu_apres	what_jeu_apres1	what_jeu_apres2	what_jeu_apres3	what_jeu_apres4	what_jeu_apres5	what_jeu_apres6	what_jeu_apres7	what_jeu_apres8	what_jeu_apres9	what_jeu_apres10	what_jeu_apres11	what_jeu_apres_autre	is_autre_jeusport	what_autre_jeusport	is_sport	is_FPT_1	code_sexe	code_age_1	code_age_2	code_age_3	code_diplome	code_profession	code_profession_2	code_emploi	code_agglo_1	code_agglo_2		code_conj	code_enfants	code_pro	code_anciennete_1	code_anciennete_2	code_nbsite	code_1exp_1	code_1exp_2		code_expmaj	code_expmaj2				code_somme_p1_v1	code_somme_p1_v2	code_somme_pni_v1	code_somme_pni_v2	code_somme_pnl_v1	code_somme_pnl_v2																																																																																		code_nbj_l_v1	code_nbj_l_v2		code_reg_v1	code_reg_v2																																	
Masculin	1972	Toulouse	Toulouse	En concubinage	0		Domicile conjugal	0	Temps complet	0		Fonctionnaire	Bac+5	Amateur	5 ans	Non	0	0	0	0	0	0	0	0	0	0	0	0	0		Emission TV	Collègues de travail	0	0	0	0	0		Entre amis	0	0	Moins de 5E	Entre amis	Entre collègues de travail	Sur Internet	Dans un casino	Dans une association	0	0		En jouant en live	En jouant sur Internet	0	0	0	0	0	0	0		Texas hold'em	0	0	0	0	0	0	0	0	0	0		Texas hold'em	0	0	0	0	0	0	0	0	0	0	3 fois	0	0	0	Winamax	150	Non	Moins de 5E	Plus de 50E	1	4	5	3	2		Non	0	0	0	0	0	0	0	0	0	0	0		Oui	Course à pied, football 	Oui	Non	Masculin	35 à 44 ans	35 à 44 ans	35 à 44 ans	BAC+4 et plus	Professions intermédiaires	Professions intermédiaires	Temps complet	100 000 habitants	100 000 habitants	Domicile conjugal	En concubinage	Sans enfant	Amateur	5 ans	5 ans	0	Emission TV	0	0	Entre amis	0	0	Initiation en live	0	Moins de 5E	Moins de 5E	Moins de 5E	Moins de 5E	Plus de 50E	Plus de 50E	Entre amis	Entre collègues de travail	Sur Internet	Dans un casino	Dans une association	0	0	Entre amis	Entre collègues de travail	Dans un casino	Dans une association	0	0	Parties privées	Internet	Casinos	Clubs	0	0	0	Non	Non	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant en live	En jouant sur Internet	0	0	0	0	0	0	0	Texas hold'em	0	0	0	0	0	0	0	0	0	0	Non	Expérience d'un tournoi live	Texas hold'em	0	0	0	0	0	0	0	0	0	0	3 fois	3 fois	Moins d'un jour sur deux	Pratique on-line régulière	Pratique online régulière	0	0	0	100 à 999E	100 à 999E	Non	1	1	4	4	5	5	3	3	2	2	0	0	0	Oui	Course à pied (marathon, triathlon, footing, jogging, running, etc.)	0	0	Course à pied (marathon, triathlon, footing, jogging, running, etc.)	0	0	Oui	Moins de 10E	Plus de 50E	Entre 4 et 5 ans	35 à 44 ans	Moins d'un jour sur deux	Entre 4 et 5 ans
Masculin	1980	Toulouse	Frouzins	En concubinage	0		0	0	Temps complet	0		Menuisier aluminuim PUC	BTS commerce	Amateur	5 ans	Non	0	0	0	0	0	0	0	0	0	0	0	0	0		Internet	0	0	0	0	0	0		Entre amis	0	0	Moins de 5E	Entre amis	Sur Internet	0	0	0	0	0		En jouant sur Internet	0	0	0	0	0	0	0	0		Texas hold'em	0	0	0	0	Sit & go	Tournoi	Cash game	Argent réel	0	0		Texas hold'em	0	0	0	0	Sit & go	Tournoi	Cash game	Argent réel	0	0	Tous les jours	En semaine et le week-end	Plutôt le soir	0	Winamax	0	Oui	Entre 20 et 50E	Entre 5 et 10E	1	4	5	2	3		0	0	0	0	0	0	0	0	0	0	0	0		0	 	0	0	Masculin	25 à 34 ans	25 à 34 ans	25 à 34 ans	BAC+2 ou +3	Artisans, commerçants et chef d'entreprises	Artisans, commerçants et chef d'entreprises	Temps complet	2 000 habitants	2 000 habitants	0	En concubinage	Sans enfant	Amateur	5 ans	5 ans	1 site	Internet	0	0	Entre amis	0	0	Initiation en live	0	Moins de 5E	Moins de 5E	Entre 20 et 50E	Entre 20 et 50E	Entre 5 et 10E	Entre 5 et 10E	Entre amis	Sur Internet	0	0	0	0	0	Entre amis	0	0	0	0	0	Parties privées	Internet	0	0	0	0	0	Non	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant sur Internet	0	0	0	0	0	0	0	0	Texas hold'em	0	0	0	0	Sit & go	Tournoi	Cash game	Argent réel	0	0	0	0	Texas hold'em	0	0	0	0	Sit & go	Tournoi	Cash game	Argent réel	0	0	Tous les jours	Tous les jours	Tous les jours	Pratique on-line quotidienne	Pratique online quotidienne	En semaine et le week-end	Plutôt le soir	0	Non réponse	0	Oui	1	1	4	4	5	5	2	2	3	3	0	0	0	0	0	0	0	0	0	0	0	Entre 20 et 50E	Moins de 10E	Entre 4 et 5 ans	18 à 34 ans	Plus d'un jour sur deux	Entre 4 et 5 ans
Masculin	1966	Marmande 47	Albi 87	En concubinage	0		0	2	Temps complet	0		Informaticien	BTS	Amateur	5 ans	Oui	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	0	0	0	0	0	0	0	0	0	0	0	0		Internet	0	0	0	0	0	0		Sur Internet	0	0	Plus de 50E	Entre amis	0	0	0	0	0	0		En jouant en live	0	0	0	0	0	0	0	0		Texas hold'em	Omaha	0	0	0	0	0	0	0	0	0		Texas hold'em	0	0	0	0	0	0	0	0	0	0	6 fois	En semaine et le week-end	Plutôt le soir	0	Winamax	3000	Oui	Moins de 5E	0	0	0	0	1	0		Non	0	0	0	0	0	0	0	0	0	0	0		Oui	Cyclisme 	Oui	Non	Masculin	45 à 54 ans	45 à 54 ans	45 ans et +	BAC+2 ou +3	Cadres et professions intellectuelles supérieures	Cadres et professions intellectuelles supérieures	Temps complet	20 000 habitants	20 000 habitants	0	En concubinage	2 enfants	Amateur	5 ans	5 ans	1 site	Internet	0	0	Sur Internet	0	0	Initiation online	0	Plus de 50E	Plus de 50E	Moins de 5E	Moins de 5E	Non réponse	0	Entre amis	0	0	0	0	0	0	Entre amis	0	0	0	0	0	Parties privées	0	0	0	0	0	0	Oui	Non	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant en live	0	0	0	0	0	0	0	0	Texas hold'em	Omaha	0	0	0	0	0	0	0	0	0	Non	Expérience d'un tournoi live	Texas hold'em	0	0	0	0	0	0	0	0	0	0	6 fois	6 fois	Plus d'un jour sur deux	Pratique on-line très régulière	Pratique online régulière	En semaine et le week-end	Plutôt le soir	0	1000E et plus	1000E et plus	Oui	Non réponse	0	Non réponse	0	Non réponse	0	1	1	Non réponse	0	0	0	0	Oui	Sports cycliste (cyclisme, VTT, BMX, etc.)	0	0	Sports cycliste (cyclisme, VTT, BMX, etc.)	0	0	Oui	Moins de 10E	0	Entre 4 et 5 ans	45 à 54 ans	Plus d'un jour sur deux	Entre 4 et 5 ans
Masculin	1991	Nîmes	Marguerittes	Célibataire	0		Domicile parental	0	Chômeur, sans emploi	0		Sans	Bac	Amateur	2 ans	Oui	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Rapido	Paris sportifs	Roulette	Machines à sous	0	0	0	0	0	0	0		Famille	0	0	0	0	0	0		Entre amis	0	0	Entre 10 et 20E	Entre amis	Sur Internet	Dans un casino	Dans un cercle de jeu	Dans une association	0	0		En jouant en live	En explorant différentes variantes du poker	En regardant des émissions TV	En regardant des vidéos sur Internet	En lisant des magazines	En lisant des ouvrages spécialisés	En discutant avec des joueurs	0	0		Texas hold'em	Omaha	Stud	Poker fermé	Dealer's choice	Sit & go	Tournoi	Cash game	Freeroll	Argent réel	0		Texas hold'em	0	0	0	0	Sit & go	Tournoi	Cash game	Argent réel	0	0	1 fois	0	0	0	Winamax Pokerstars Everest Barrière Fulltilt	0	Oui	Entre 5 et 10E	Plus de 50E	4	5	3	1	2		Non	0	0	0	0	0	0	0	0	0	0	0		Oui	Musculation 	Oui	Non	Masculin	18 à 24 ans	18 à 24 ans	18 à 24 ans	BAC	Etudiants, apprentis, stagiaires, sans emploi	Etudiants, apprentis, stagiaires, sans emploi	Chômeur, sans emploi	2 000 habitants	2 000 habitants	Domicile parental	Célibataire	Sans enfant	Amateur	2 ans	2 ans	3 sites	Famille	0	0	Entre amis	0	0	Initiation en live	0	Entre 10 et 20E	Entre 10 et 20E	Entre 5 et 10E	Entre 5 et 10E	Plus de 50E	Plus de 50E	Entre amis	Sur Internet	Dans un casino	Dans un cercle de jeux	Dans une association	0	0	Entre amis	Dans un casino	Dans un cercle de jeux	Dans une association	0	0	Parties privées	Internet	Casinos	Cercles de jeux	Clubs	0	0	Oui	Non	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Rapido	Paris sportifs	Roulette	Machines à sous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant en live	En explorant différentes variantes du poker	En regardant des émissions TV	En regardant des vidéos sur Internet	En lisant des magazines	En lisant des ouvrages spécialisés	En discutant avec des joueurs	0	0	Texas hold'em	Omaha	Stud	Poker fermé	Dealer's choice	Sit & go	Tournoi	Cash game	Freeroll	Argent réel	0	Non	Expérience d'un tournoi live	Texas hold'em	0	0	0	0	Sit & go	Tournoi	Cash game	Argent réel	0	0	1 fois	1 fois	Moins d'un jour sur deux	Pratique on-line régulière	Pratique online régulière	0	0	0	Moins de 10E	Moins de 10E	Oui	4	4	5	5	3	3	1	1	2	2	0	0	0	Oui	Sports de salle (musculation, fitness, etc.)	0	0	Sports de salle (musculation, fitness, etc.)	0	0	Oui	Moins de 10E	Plus de 50E	Entre 2 et 3 ans	18 à 34 ans	Moins d'un jour sur deux	Entre 2 et 3 ans
Masculin	1965	Evreux	Saint Mère 32	En concubinage	0		0	1	Temps complet	0		Commercial	Bac	Amateur	4 ans	Oui	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Blackjack	0	0	0	0	0	0	0	0	0	0		Amis	0	0	0	0	0	0		Sur Internet	0	0	Entre 10 et 20E	Sur Internet	0	0	0	0	0	0		En jouant sur Internet	En regardant des émissions TV	0	0	0	0	0	0	0		Texas hold'em	0	0	0	0	Sit & go	Cash game	0	Freeroll	Argent réel	0		Texas hold'em	0	0	0	0	Cash game	0	0	0	0	0	Tous les jours	0	0	0	Winamax	0	Oui	Entre 5 et 10E	Aucune	0	0	0	0	0		Non	0	0	0	0	0	0	0	0	0	0	0		Oui	Football 	Oui	Oui	Masculin	45 à 54 ans	45 à 54 ans	45 ans et +	BAC	Employés	Employés	Temps complet	Moins de 2000 habitants	Moins de 2000 habitants	0	En concubinage	1 enfant	Amateur	4 ans	4 ans	3 sites	Amis	0	0	Sur Internet	0	0	Initiation online	0	Entre 10 et 20E	Entre 10 et 20E	Entre 5 et 10E	Entre 5 et 10E	Aucune	Aucune	Sur Internet	0	0	0	0	0	0	0	0	0	0	0	0	Internet	0	0	0	0	0	0	Oui	Non	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Blackjack	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant sur Internet	En regardant des émissions TV	0	0	0	0	0	0	0	Texas hold'em	0	0	0	0	Sit & go	Cash game	0	Freeroll	Argent réel	0	Oui	Premier tournoi live	Texas hold'em	0	0	0	0	Cash game	0	0	0	0	0	Tous les jours	Tous les jours	Tous les jours	Pratique on-line quotidienne	Pratique online quotidienne	0	0	0	Non réponse	0	Oui	Non réponse	0	Non réponse	0	Non réponse	0	Non réponse	0	Non réponse	0	0	0	0	Oui	Sports de balle (football, rugby, basketball, handball, volleyball, etc.)	0	0	Sports de balle (football, rugby, basketball, handball, volleyball, etc.)	0	0	Oui	Moins de 10E	Moins de 10E	Entre 4 et 5 ans	45 à 54 ans	Plus d'un jour sur deux	Entre 4 et 5 ans
Masculin	1992	Argenteuil 95	Toulouse	Célibataire	0		Logement individuel	0	Etudiant, stagiaire, apprenti	0		Etudiant	Bac	Amateur	3 ans	Non	0	0	0	0	0	0	0	0	0	0	0	0	0		Emission TV	0	0	0	0	0	0		Entre amis	0	0	Aucune	Entre amis	En famille	Sur Internet	0	0	0	0		En jouant sur Internet	En explorant différentes variantes du poker	En regardant des émissions TV	En regardant des vidéos sur Internet	En lisant des magazines	En lisant des ouvrages spécialisés	En participant à des forums	En discutant avec des joueurs	0		Texas hold'em	Omaha	Stud	Poker fermé	0	Sit & go	Tournoi	Cash game	Argent fictif	Freeroll	Argent réel	Razz Horse	Texas hold'em	0	0	0	0	Tournoi	0	0	Argent réel	0	0	Tous les jours	En semaine et le week-end	Plutôt le soir	0	Winamax	1000	Non	Aucune	Aucune	3	4	1	2	5		Non	0	0	0	0	0	0	0	0	0	0	0		Oui	Basket 	Oui	Oui	Masculin	18 à 24 ans	18 à 24 ans	18 à 24 ans	BAC	Etudiants, apprentis, stagiaires, sans emploi	Etudiants, apprentis, stagiaires, sans emploi	Etudiant, stagiaire, apprenti	100 000 habitants	100 000 habitants	Logement individuel	Célibataire	Sans enfant	Amateur	3 ans	3 ans	3 sites	Emission TV	0	0	Entre amis	0	0	Initiation en live	0	Aucune	Aucune	Aucune	Aucune	Aucune	Aucune	Entre amis	En famille	Sur Internet	0	0	0	0	Entre amis	En famille	0	0	0	0	Parties privées	Internet	0	0	0	0	0	Non	Non	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant sur Internet	En explorant différentes variantes du poker	En regardant des émissions TV	En regardant des vidéos sur Internet	En lisant des magazines	En lisant des ouvrages spécialisés	En participant à des forums	En discutant avec des joueurs	0	Texas hold'em	Omaha	Stud	Poker fermé	0	Sit & go	Tournoi	Cash game	Argent fictif	Freeroll	Argent réel	Oui	Premier tournoi live	Texas hold'em	0	0	0	0	Tournoi	0	0	Argent réel	0	0	Tous les jours	Tous les jours	Tous les jours	Pratique on-line quotidienne	Pratique online quotidienne	En semaine et le week-end	Plutôt le soir	0	1000E et plus	1000E et plus	Non	3	3	4	4	1	1	2	2	5	5	0	0	0	Oui	Sports de balle (football, rugby, basketball, handball, volleyball, etc.)	0	0	Sports de balle (football, rugby, basketball, handball, volleyball, etc.)	0	0	Oui	Moins de 10E	Moins de 10E	Entre 2 et 3 ans	18 à 34 ans	Plus d'un jour sur deux	Entre 2 et 3 ans
Masculin	1992	Montauban	Bressols	Célibataire	0		Domicile parental	0	Etudiant, stagiaire, apprenti	0		Etudiant	Brevet	Amateur	2 ans	Oui	Jeux de grattage (Banco, Astro, etc.)	Rapido	Paris sportifs	Paris sportifs en ligne	0	0	0	0	0	0	0	0	0		Famille	0	0	0	0	0	0		Sur Internet	0	0	Aucune	Entre amis	En famille	Sur Internet	0	0	0	0		En jouant en live	En jouant sur Internet	En regardant des émissions TV	0	0	0	0	0	0		Texas hold'em	Omaha	Poker fermé	0	0	Sit & go	Tournoi	Cash game	Freeroll	Argent fictif	Argent réel		Texas hold'em	0	0	0	0	Sit & go	Tournoi	0	Freeroll	Argent réel	0	4 fois	En semaine et le week-end	Plutôt le soir	0	Winamax	15	Non	Entre 5 et 10E	Entre 10 et 20E	5	2	4	1	3		Oui	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Rapido	Paris sportifs	Paris sportifs en ligne	Roulette	Machines à sous	0	0	0	0		Oui	Football 	Oui	Non	Masculin	18 à 24 ans	18 à 24 ans	18 à 24 ans	Aucun diplôme	Etudiants, apprentis, stagiaires, sans emploi	Etudiants, apprentis, stagiaires, sans emploi	Etudiant, stagiaire, apprenti	2 000 habitants	2 000 habitants	Domicile parental	Célibataire	Sans enfant	Amateur	2 ans	2 ans	4 sites et plus	Famille	0	0	Sur Internet	0	0	Initiation online	0	Aucune	Aucune	Entre 5 et 10E	Entre 5 et 10E	Entre 10 et 20E	Entre 10 et 20E	Entre amis	En famille	Sur Internet	0	0	0	0	Entre amis	En famille	0	0	0	0	Parties privées	Internet	0	0	0	0	0	Oui	Oui	Jeux de grattage (Banco, Astro, etc.)	Rapido	Paris sportifs	Paris sportifs en ligne	0	0	0	0	0	0	0	0	0	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Rapido	Paris sportifs	Paris sportifs en ligne	Roulette	Machines à sous	0	0	0	0	0	0	En jouant en live	En jouant sur Internet	En regardant des émissions TV	0	0	0	0	0	0	Texas hold'em	Omaha	Poker fermé	0	0	Sit & go	Tournoi	Cash game	Freeroll	Argent fictif	Argent réel	Non	Expérience d'un tournoi live	Texas hold'em	0	0	0	0	Sit & go	Tournoi	0	Freeroll	Argent réel	0	4 fois	4 fois	Plus d'un jour sur deux	Pratique on-line très régulière	Pratique online régulière	En semaine et le week-end	Plutôt le soir	0	10 à 99E	10 à 99E	Non	5	5	2	2	4	4	1	1	3	3	0	0	0	Oui	Sports de balle (football, rugby, basketball, handball, volleyball, etc.)	0	0	Sports de balle (football, rugby, basketball, handball, volleyball, etc.)	0	0	Oui	Moins de 10E	Entre 10 et 20E	Entre 2 et 3 ans	18 à 34 ans	Plus d'un jour sur deux	Entre 2 et 3 ans
Masculin	1978	Toulouse	Gers	Marié(e), Pacsé(e)	0		0	2	Temps complet	0		Cariste	CAP	Amateur	3 ans	Oui	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	0	0	0	0	0	0	0	0	0	0	0		Emission TV	0	0	0	0	0	0		Entre collègues de travail	0	0	Entre 5 et 10E	Entre collègues de travail	Sur Internet	0	0	0	0	0		En jouant sur Internet	0	0	0	0	0	0	0	0		Texas hold'em	Omaha	0	0	0	0	0	0	Freeroll	0	0		Texas hold'em	0	0	0	0	0	0	0	0	0	0	0	0	Plutôt le soir	0	Winamax	1,8	Non	Aucune	Aucune	5	2	3	4	1		Non	0	0	0	0	0	0	0	0	0	0	0		Oui	Football 	Oui	Oui	Masculin	25 à 34 ans	25 à 34 ans	25 à 34 ans	BEP, CAP	Ouvriers	Ouvriers	Temps complet	Non classé	0	0	Marié(e), Pacsé(e)	2 enfants	Amateur	3 ans	3 ans	2 sites	Emission TV	0	0	Entre collègues de travail	0	0	Initiation en live	0	Entre 5 et 10E	Entre 5 et 10E	Aucune	Aucune	Aucune	Aucune	Entre collègues de travail	Sur Internet	0	0	0	0	0	Entre collègues de travail	0	0	0	0	0	Parties privées	Internet	0	0	0	0	0	Oui	Non	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant sur Internet	0	0	0	0	0	0	0	0	Texas hold'em	Omaha	0	0	0	0	0	0	Freeroll	0	0	Oui	Premier tournoi live	Texas hold'em	0	0	0	0	0	0	0	0	0	0	Non réponse	0	0	0	0	0	Plutôt le soir	0	Moins de 10E	Moins de 10E	Non	5	5	2	2	3	3	4	4	1	1	0	0	0	Oui	Sports de balle (football, rugby, basketball, handball, volleyball, etc.)	0	0	Sports de balle (football, rugby, basketball, handball, volleyball, etc.)	0	0	Oui	Moins de 10E	Moins de 10E	Entre 2 et 3 ans	18 à 34 ans	0	Entre 2 et 3 ans
Masculin	1966	Saint Rémy 71	Toulouse	En concubinage	0		0	2	0	0	Artisan	Renovation de maison	BEP	Amateur	5 ans	Oui	0	0	0	0	0	0	0	0	0	0	0	0	0	Poker fermé	Internet	0	0	0	0	0	0		Sur Internet	0	0	Plus de 50E	Sur Internet	Dans un cercle de jeu	0	0	0	0	0		En jouant sur Internet	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	 	0	0	Masculin	45 à 54 ans	45 à 54 ans	45 ans et +	BEP, CAP	Employés	Employés	0	100 000 habitants	100 000 habitants	0	En concubinage	2 enfants	Amateur	5 ans	5 ans	2 sites	Internet	0	0	Sur Internet	0	0	Initiation online	0	Plus de 50E	Plus de 50E	Non réponse	0	Non réponse	0	Sur Internet	Dans un cercle de jeux	0	0	0	0	0	Dans un cercle de jeux	0	0	0	0	0	Internet	Cercles de jeux	0	0	0	0	0	Oui	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant sur Internet	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non réponse	0	0	0	0	0	0	0	Non réponse	0	0	Non réponse	0	Non réponse	0	Non réponse	0	Non réponse	0	Non réponse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Entre 4 et 5 ans	45 à 54 ans	0	Entre 4 et 5 ans
Masculin	0			Célibataire	0		0	0	Temps complet	0				Amateur	5 ans	Oui	Paris sportifs	Paris hippiques	0	0	0	0	0	0	0	0	0	0	0		Emission TV	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		Texas hold'em	0	0	0	0	0	0	0	0	0	0		Texas hold'em	0	0	0	0	0	0	0	0	0	0	Tous les jours	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	 	0	Non	Masculin	0	0	0	0	0	0	Temps complet	0	0	0	Célibataire	Sans enfant	Amateur	5 ans	5 ans	0	Emission TV	0	0	0	0	0	0	0	Non réponse	0	Non réponse	0	Non réponse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Oui	0	Paris sportifs	Paris hippiques	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Texas hold'em	0	0	0	0	0	0	0	0	0	0	Non	Expérience d'un tournoi live	Texas hold'em	0	0	0	0	0	0	0	0	0	0	Tous les jours	Tous les jours	Tous les jours	Pratique on-line quotidienne	Pratique online quotidienne	0	0	0	Non réponse	0	0	Non réponse	0	Non réponse	0	Non réponse	0	Non réponse	0	Non réponse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Entre 4 et 5 ans	0	Plus d'un jour sur deux	Entre 4 et 5 ans
Masculin	1988	Castres	Castres	Célibataire	0		0	0	Temps partiel	0		Employé libre service	BAC	Amateur	2 ans	Non	0	0	0	0	0	0	0	0	0	0	0	0	0		Amis	0	0	0	0	0	0		Entre amis	0	0	Entre 5 et 10E	Entre amis	En famille	Sur Internet	Dans un casino	0	0	0		En jouant en live	0	0	0	0	0	0	0	0		Texas hold'em	0	0	0	0	Sit & go	Tournoi	Cash game	0	0	0		Texas hold'em	0	0	0	0	Cash game	0	0	0	0	0	Tous les jours	0	0	0	Winamax	20	Oui	Moins de 5E	Aucune	2	5	3	4	1		Non	0	0	0	0	0	0	0	0	0	0	0		Oui	Football 	Oui	Oui	Masculin	18 à 24 ans	18 à 24 ans	18 à 24 ans	BAC	Employés	Employés	Temps partiel	20 000 habitants	20 000 habitants	0	Célibataire	Sans enfant	Amateur	2 ans	2 ans	3 sites	Amis	0	0	Entre amis	0	0	Initiation en live	0	Entre 5 et 10E	Entre 5 et 10E	Moins de 5E	Moins de 5E	Aucune	Aucune	Entre amis	En famille	Sur Internet	Dans un casino	0	0	0	Entre amis	En famille	Dans un casino	0	0	0	Parties privées	Internet	Casinos	0	0	0	0	Non	Non	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant en live	0	0	0	0	0	0	0	0	Texas hold'em	0	0	0	0	Sit & go	Tournoi	Cash game	0	0	0	Oui	Premier tournoi live	Texas hold'em	0	0	0	0	Cash game	0	0	0	0	0	Tous les jours	Tous les jours	Tous les jours	Pratique on-line quotidienne	Pratique online quotidienne	0	0	0	10 à 99E	10 à 99E	Oui	2	2	5	5	3	3	4	4	1	1	0	0	0	Oui	Sports de balle (football, rugby, basketball, handball, volleyball, etc.)	0	0	Sports de balle (football, rugby, basketball, handball, volleyball, etc.)	0	0	Oui	Moins de 10E	Moins de 10E	Entre 2 et 3 ans	18 à 34 ans	Plus d'un jour sur deux	Entre 2 et 3 ans
