sexe	naissance	origine_geo	residence	conjugal1	conjugal2	familial1	familial2	nb_enfants	situation_pro1	situation_pro2	situation_pro_autre	profession	diplome	pro_poker	exp_poker	is_jeu_avant	what_jeu_avant1	what_jeu_avant2	what_jeu_avant3	what_jeu_avant4	what_jeu_avant5	what_jeu_avant6	what_jeu_avant7	what_jeu_avant8	what_jeu_avant9	what_jeu_avant10	what_jeu_avant11	what_jeu_avant12	what_jeu_avant13	what_jeu_avant_autre	how_decouvert	how_decouvert_2	how_decouvert_3	how_decouvert_4	how_decouvert_5	how_decouvert_6	how_decouvert_7	how_decouvert_autre	1partie_1	1partie_2	1partie_3	1somme	depuis1	depuis2	depuis3	depuis4	depuis5	depuis6	depuis7	depuis_autre	progres_max1	progres_max2	progres_max3	progres_max4	progres_max5	progres_max6	progres_max7	progres_max8	progres_max9	progres_max_autre	variante1	variante2	variante3	variante4	variante5	var_tour1	var_tour2	var_tour3	var_arg1	var_arg2	var_arg3	variante_autre	variante_max1	variante_max2	variante_max3	variante_max4	variante_max5	var_tour_max1	var_tour_max2	var_tour_max3	var_arg_max1	var_arg_max2	var_tour_max3	internet_par_semaine	internet_jour	internet_heure	internet_heure2	sites	somme_compte	retire_compte	somme_internet	somme_live	calcul	bluff	chance	lecture	argent	autre_dimension	is_jeu_apres	what_jeu_apres1	what_jeu_apres2	what_jeu_apres3	what_jeu_apres4	what_jeu_apres5	what_jeu_apres6	what_jeu_apres7	what_jeu_apres8	what_jeu_apres9	what_jeu_apres10	what_jeu_apres11	what_jeu_apres_autre	is_autre_jeusport	what_autre_jeusport	is_sport	is_FPT_1	code_sexe	code_age_1	code_age_2	code_age_3	code_diplome	code_profession	code_profession_2	code_emploi	code_agglo_1	code_agglo_2		code_conj	code_enfants	code_pro	code_anciennete_1	code_anciennete_2	code_nbsite	code_1exp_1	code_1exp_2		code_expmaj	code_expmaj2				code_somme_p1_v1	code_somme_p1_v2	code_somme_pni_v1	code_somme_pni_v2	code_somme_pnl_v1	code_somme_pnl_v2																																																																																		code_nbj_l_v1	code_nbj_l_v2		code_reg_v1	code_reg_v2																																	
Masculin	1980	Cavaillon	84	Célibataire	0		0	0	0	0	taxi	Taxi	Bac	Amateur	2 ans	Non	0	0	0	0	0	0	0	0	0	0	0	0	0		Amis	0	0	0	0	0	0		Entre amis	0	0	Entre 5 et 10E	Entre amis	0	0	0	0	0	0		En jouant en live	0	0	0	0	0	0	0	0		Texas hold'em	0	0	0	0	0	0	0	0	0	0		Texas hold'em	0	0	0	0	Sit & go	0	0	Freeroll	Argent réel	0	2 fois	En semaine et le week-end	Plutôt le soir	0	Winamax, Pokerstars, PKR	100	Oui	Entre 5 et 10E	Entre 5 et 10E	1	2	4	4	5		Oui	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Paris hippiques	Roulette	Machines à sous	Jeux de casino en ligne	0	0	0	0	0	0		Non	 	Non	Oui	Masculin	25 à 34 ans	25 à 34 ans	25 à 34 ans	BAC	Artisans, commerçants et chef d'entreprises	Artisans, commerçants et chef d'entreprises	0	Non classé	0	0	Célibataire	Sans enfant	Amateur	2 ans	2 ans	3 sites	Amis	0	0	Entre amis	0	0	Initiation en live	0	Entre 5 et 10E	Entre 5 et 10E	Entre 5 et 10E	Entre 5 et 10E	Entre 5 et 10E	Entre 5 et 10E	Entre amis	0	0	0	0	0	0	Entre amis	0	0	0	0	0	Parties privées	0	0	0	0	0	0	Non	Oui	0	0	0	0	0	0	0	0	0	0	0	0	0	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Paris hippiques	Roulette	Machines à sous	Jeux de casino en ligne	0	0	0	0	0	0	0	0	En jouant en live	0	0	0	0	0	0	0	0	Texas hold'em	0	0	0	0	0	0	0	0	0	0	Oui	Premier tournoi live	Texas hold'em	0	0	0	0	Sit & go	0	0	Freeroll	Argent réel	0	2 fois	2 fois	Moins d'un jour sur deux	Pratique on-line régulière	Pratique online régulière	En semaine et le week-end	Plutôt le soir	0	100 à 999E	100 à 999E	Oui	1	1	2	2	4	4	4	4	5	5	0	0	0	Non	0	0	0	0	0	0	Non	Moins de 10E	Moins de 10E	Entre 2 et 3 ans	18 à 34 ans	Moins d'un jour sur deux	Entre 2 et 3 ans
Masculin	1982	Saint Douchard (18)	Hyères	Marié(e), Pacsé(e)	0		0	0	Temps complet	0		Militaire	BTS	Amateur	2 ans	Non	0	0	0	0	0	0	0	0	0	0	0	0	0		Amis	0	0	0	0	0	0		Entre amis	0	0	Aucune	Entre amis	Sur Internet	0	0	0	0	0		En jouant en live	0	0	0	0	0	0	0	0		Texas hold'em	0	0	0	0	0	0	0	0	0	0		Texas hold'em	0	0	0	0	0	0	0	0	0	0	2 fois	0	0	0	Winamax	12	Oui	Entre 10 et 20E	Moins de 5E	1	4	2	3	5		Non	0	0	0	0	0	0	0	0	0	0	0		Oui	Belotte 	Non	Oui	Masculin	25 à 34 ans	25 à 34 ans	25 à 34 ans	BAC+2 ou +3	Employés	Employés	Temps complet	20 000 habitants	20 000 habitants	0	Marié(e), Pacsé(e)	Sans enfant	Amateur	2 ans	2 ans	1 site	Amis	0	0	Entre amis	0	0	Initiation en live	0	Aucune	Aucune	Entre 10 et 20E	Entre 10 et 20E	Moins de 5E	Moins de 5E	Entre amis	Sur Internet	0	0	0	0	0	Entre amis	0	0	0	0	0	Parties privées	Internet	0	0	0	0	0	Non	Non	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant en live	0	0	0	0	0	0	0	0	Texas hold'em	0	0	0	0	0	0	0	0	0	0	Oui	Premier tournoi live	Texas hold'em	0	0	0	0	0	0	0	0	0	0	2 fois	2 fois	Moins d'un jour sur deux	Pratique on-line régulière	Pratique online régulière	0	0	0	10 à 99E	10 à 99E	Oui	1	1	4	4	2	2	3	3	5	5	0	0	0	Oui	Jeux de cartes (belotte, tarot, cointrée, etc.)	0	0	Jeux de cartes (belotte, tarot, cointrée, etc.)	0	0	Non	Entre 10 et 20E	Moins de 10E	Entre 2 et 3 ans	18 à 34 ans	Moins d'un jour sur deux	Entre 2 et 3 ans
Masculin	1963		Avignon	Marié(e), Pacsé(e)	0		Logement individuel	2	Temps complet	0		Informaticien	Ingénieur	Amateur	3 ans	Oui	Jeux de grattage (Banco, Astro, etc.)	Paris sportifs	Roulette	Machines à sous	0	0	0	0	0	0	0	0	0		Amis	Collègues de travail	0	0	0	0	0		Sur Internet	0	0	Aucune	Sur Internet	Entre collègues de travail	0	0	0	0	0		En jouant sur Internet	En lisant des ouvrages spécialisés	En participant à des forums	0	0	0	0	0	0		Texas hold'em	0	0	0	0	Sit & go	Tournoi	Cash game	Argent fictif	Freeroll	Argent réel		Texas hold'em	0	0	0	0	Tournoi	0	0	Argent réel	0	0	3 fois	En semaine et le week-end	Plutôt le soir	0		500	Oui	0	Entre 20 et 50E	3	0	2	1	0		Non	0	0	0	0	0	0	0	0	0	0	0		Oui	Bridge 	Non	Oui	Masculin	45 à 54 ans	45 à 54 ans	45 ans et +	BAC+4 et plus	Cadres et professions intellectuelles supérieures	Cadres et professions intellectuelles supérieures	Temps complet	20 000 habitants	20 000 habitants	Logement individuel	Marié(e), Pacsé(e)	2 enfants	Amateur	3 ans	3 ans	0	Amis	0	0	Sur Internet	0	0	Initiation online	0	Aucune	Aucune	Non réponse	0	Entre 20 et 50E	Entre 20 et 50E	Sur Internet	Entre collègues de travail	0	0	0	0	0	Entre collègues de travail	0	0	0	0	0	Internet	Parties privées	0	0	0	0	0	Oui	Non	Jeux de grattage (Banco, Astro, etc.)	Paris sportifs	Roulette	Machines à sous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant sur Internet	En lisant des ouvrages spécialisés	En participant à des forums	0	0	0	0	0	0	Texas hold'em	0	0	0	0	Sit & go	Tournoi	Cash game	Argent fictif	Freeroll	Argent réel	Oui	Premier tournoi live	Texas hold'em	0	0	0	0	Tournoi	0	0	Argent réel	0	0	3 fois	3 fois	Moins d'un jour sur deux	Pratique on-line régulière	Pratique online régulière	En semaine et le week-end	Plutôt le soir	0	100 à 999E	100 à 999E	Oui	3	3	Non réponse	0	2	2	1	1	Non réponse	0	0	0	0	Oui	Jeux de cartes (belotte, tarot, cointrée, etc.)	0	0	Jeux de cartes (belotte, tarot, cointrée, etc.)	0	0	Non	0	Entre 20 et 50E	Entre 2 et 3 ans	45 à 54 ans	Moins d'un jour sur deux	Entre 2 et 3 ans
Masculin	1969		Le Grau du roi	Marié(e), Pacsé(e)	0		0	2	Temps complet	0		Cadre commercial	DUT	Amateur	5 ans	Oui	Blackjack	0	0	0	0	0	0	0	0	0	0	0	0		Amis	0	0	0	0	0	0		Entre amis	0	0	Entre 10 et 20E	Entre amis	Dans une association	0	0	0	0	0		En jouant en live	En jouant sur Internet	0	0	0	0	0	0	0		Texas hold'em	Omaha	0	0	0	0	0	0	Argent réel	0	0		Texas hold'em	0	0	0	0	0	0	0	Argent réel	0	0	4 fois	Uniquement le week-end	0	0	Winamax	40	Oui	Entre 5 et 10E	Entre 10 et 20E	2	4	3	1	5	La patience	Oui	Blackjack	0	0	0	0	0	0	0	0	0	0		Oui	Football 	Oui	Non	Masculin	35 à 44 ans	35 à 44 ans	35 à 44 ans	BAC+2 ou +3	Cadres et professions intellectuelles supérieures	Cadres et professions intellectuelles supérieures	Temps complet	2 000 habitants	2 000 habitants	0	Marié(e), Pacsé(e)	2 enfants	Amateur	5 ans	5 ans	1 site	Amis	0	0	Entre amis	0	0	Initiation en live	0	Entre 10 et 20E	Entre 10 et 20E	Entre 5 et 10E	Entre 5 et 10E	Entre 10 et 20E	Entre 10 et 20E	Entre amis	Dans une association	0	0	0	0	0	Entre amis	Dans une association	0	0	0	0	Parties privées	Clubs	0	0	0	0	0	Oui	Oui	Blackjack	0	0	0	0	0	0	0	0	0	0	0	0	Blackjack	0	0	0	0	0	0	0	0	0	0	0	0	En jouant en live	En jouant sur Internet	0	0	0	0	0	0	0	Texas hold'em	Omaha	0	0	0	0	0	0	Argent réel	0	0	Non	Expérience d'un tournoi live	Texas hold'em	0	0	0	0	0	0	0	Argent réel	0	0	4 fois	4 fois	Plus d'un jour sur deux	Pratique on-line très régulière	Pratique online régulière	Uniquement le week-end	0	0	10 à 99E	10 à 99E	Oui	2	2	4	4	3	3	1	1	5	5	La patience, la maîtrise de soi, le sérieux	0	0	Oui	Sports de balle (football, rugby, basketball, handball, volleyball, etc.)	0	0	Sports de balle (football, rugby, basketball, handball, volleyball, etc.)	0	0	Oui	Moins de 10E	Entre 10 et 20E	Entre 4 et 5 ans	35 à 44 ans	Plus d'un jour sur deux	Entre 4 et 5 ans
Masculin	1958			Divorcé(e)	0		0	2	0	0	Libérale	Médecin	Doctorat	Amateur	plus de 6 ans	Oui	Roulette	Machines à sous	0	0	0	0	0	0	0	0	0	0	0		Amis	0	0	0	0	0	0		Entre amis	0	0	Entre 10 et 20E	Entre amis	En famille	Sur Internet	0	0	0	0		En jouant sur Internet	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	 	0	0	Masculin	45 à 54 ans	45 à 54 ans	45 ans et +	BAC+4 et plus	Cadres et professions intellectuelles supérieures	Cadres et professions intellectuelles supérieures	0	0	0	0	Divorcé(e)	2 enfants	Amateur	6 ans et plus	6 ans et plus	0	Amis	0	0	Entre amis	0	0	Initiation en live	0	Entre 10 et 20E	Entre 10 et 20E	Non réponse	0	Non réponse	0	Entre amis	En famille	Sur Internet	0	0	0	0	Entre amis	En famille	0	0	0	0	Parties privées	Internet	0	0	0	0	0	Oui	0	Roulette	Machines à sous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant sur Internet	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non réponse	0	0	0	0	0	0	0	Non réponse	0	0	Non réponse	0	Non réponse	0	Non réponse	0	Non réponse	0	Non réponse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6 ans et plus	45 à 54 ans	0	6 ans et plus
Masculin	1958		Paris	Divorcé(e)	0		0	3	Temps complet	0		Medecin	Doctorat	Amateur	1 an	Non	0	0	0	0	0	0	0	0	0	0	0	0	0		Emission TV	0	0	0	0	0	0		Sur Internet	0	0	Entre 20 et 50E	Sur Internet	0	0	0	0	0	0		En jouant sur Internet	0	0	0	0	0	0	0	0		Texas hold'em	Omaha	0	0	0	Sit & go	Tournoi	Cash game	Argent fictif	Freeroll	Argent réel		Texas hold'em	0	0	0	0	Sit & go	0	0	Argent réel	0	0	4 fois	En semaine et le week-end	Plutôt le soir	0	Winamax	100	Non	Entre 5 et 10E	Aucune	1	4	2	3	5	C'est un jeu	Non	0	0	0	0	0	0	0	0	0	0	0		Non	 	Non	Oui	Masculin	45 à 54 ans	45 à 54 ans	45 ans et +	BAC+4 et plus	Cadres et professions intellectuelles supérieures	Cadres et professions intellectuelles supérieures	Temps complet	Paris	Paris	0	Divorcé(e)	3 enfants	Amateur	1 ans	1 ans	0	Emission TV	0	0	Sur Internet	0	0	Initiation online	0	Entre 20 et 50E	Entre 20 et 50E	Entre 5 et 10E	Entre 5 et 10E	Aucune	Aucune	Sur Internet	0	0	0	0	0	0	0	0	0	0	0	0	Internet	0	0	0	0	0	0	Non	Non	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant sur Internet	0	0	0	0	0	0	0	0	Texas hold'em	Omaha	0	0	0	Sit & go	Tournoi	Cash game	Argent fictif	Freeroll	Argent réel	Oui	Premier tournoi live	Texas hold'em	0	0	0	0	Sit & go	0	0	Argent réel	0	0	4 fois	4 fois	Plus d'un jour sur deux	Pratique on-line très régulière	Pratique online régulière	En semaine et le week-end	Plutôt le soir	0	100 à 999E	100 à 999E	Non	1	1	4	4	2	2	3	3	5	5	Le plaisir, la convivialité, la rencontre, le fair play	0	0	Non	0	0	0	0	0	0	Non	Moins de 10E	Moins de 10E	Entre 0 et 1 ans	45 à 54 ans	Plus d'un jour sur deux	Entre 0 et 1 ans
Masculin	1980	Avignon	Pontet	Célibataire	0		Collocation, Foyer	0	Temps complet	0		Magasinier		Amateur	2 ans	Oui	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Rapido	Machines à sous	Jeux de casino en ligne	0	0	0	0	0	0	0	0		Internet	Famille	Amis	0	0	0	0		En famille	0	0	Aucune	Entre amis	En famille	Entre collègues de travail	Sur Internet	0	0	0		0	0	0	0	0	0	0	0	0		Texas hold'em	Poker fermé	0	0	0	0	0	0	Argent fictif	0	0		Texas hold'em	0	0	0	0	0	0	0	0	0	0	Tous les jours	0	0	0	Winamax, Partypoker	0	Non	Aucune	Aucune	1	0	0	0	0		Non	0	0	0	0	0	0	0	0	0	0	0		0	 	0	Oui	Masculin	25 à 34 ans	25 à 34 ans	25 à 34 ans	0	Ouvriers	Ouvriers	Temps complet	2 000 habitants	2 000 habitants	Collocation, Foyer	Célibataire	Sans enfant	Amateur	2 ans	2 ans	0	Internet	Famille	Amis	En famille	0	0	Initiation en live	0	Aucune	Aucune	Aucune	Aucune	Aucune	Aucune	Entre amis	En famille	Entre collègues de travail	Sur Internet	0	0	0	Entre amis	En famille	Entre collègues de travail	0	0	0	Parties privées	Internet	0	0	0	0	0	Oui	Non	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Rapido	Machines à sous	Jeux de casino en ligne	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Texas hold'em	Poker fermé	0	0	0	0	0	0	Argent fictif	0	0	Oui	Premier tournoi live	Texas hold'em	0	0	0	0	0	0	0	0	0	0	Tous les jours	Tous les jours	Tous les jours	Pratique on-line quotidienne	Pratique online quotidienne	0	0	0	Non réponse	0	Non	1	1	Non réponse	0	Non réponse	0	Non réponse	0	Non réponse	0	0	0	0	0	0	0	0	0	0	0	0	Moins de 10E	Moins de 10E	Entre 2 et 3 ans	18 à 34 ans	Plus d'un jour sur deux	Entre 2 et 3 ans
Masculin	1961	Hyères	Le Lavandou	Divorcé(e)	0		0	3	Temps complet	0		Agent Territorial	CAP	Amateur	5 ans	Oui	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Rapido	Paris hippiques	Machines à sous	0	0	0	0	0	0	0	0	0		Internet	Amis	0	0	0	0	0		Entre amis	0	0	Aucune	Entre amis	Sur Internet	Dans un casino	Dans une association	0	0	0		En jouant en live	En jouant sur Internet	En explorant différentes variantes du poker	En regardant des émissions TV	En discutant avec des joueurs	0	0	0	0		Texas hold'em	Omaha	0	0	0	Sit & go	Tournoi	0	Argent fictif	Freeroll	Argent réel		Texas hold'em	Omaha	0	0	0	Sit & go	Tournoi	0	Argent fictif	Freeroll	Argent réel	Tous les jours	En semaine et le week-end	Plutôt le soir	0		0	Non	Aucune	Entre 10 et 20E	3	2	1	5	3		Non	0	0	0	0	0	0	0	0	0	0	0		Oui	La pèche 	0	Non	Masculin	45 à 54 ans	45 à 54 ans	45 ans et +	BEP, CAP	Professions intermédiaires	Professions intermédiaires	Temps complet	2 000 habitants	2 000 habitants	0	Divorcé(e)	3 enfants	Amateur	5 ans	5 ans	2 sites	Internet	Amis	0	Entre amis	0	0	Initiation en live	0	Aucune	Aucune	Aucune	Aucune	Entre 10 et 20E	Entre 10 et 20E	Entre amis	Sur Internet	Dans un casino	Dans une association	0	0	0	Entre amis	Dans un casino	Dans une association	0	0	0	Parties privées	Internet	Casinos	Clubs	0	0	0	Oui	Non	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Rapido	Paris hippiques	Machines à sous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant en live	En jouant sur Internet	En explorant différentes variantes du poker	En regardant des émissions TV	En discutant avec des joueurs	0	0	0	0	Texas hold'em	Omaha	0	0	0	Sit & go	Tournoi	0	Argent fictif	Freeroll	Argent réel	Non	Expérience d'un tournoi live	Texas hold'em	Omaha	0	0	0	Sit & go	Tournoi	0	Argent fictif	Freeroll	Argent réel	Tous les jours	Tous les jours	Tous les jours	Pratique on-line quotidienne	Pratique online quotidienne	En semaine et le week-end	Plutôt le soir	0	Non réponse	0	Non	3	3	2	2	1	1	5	5	3	3	0	0	0	Oui	Activités de pleine nature (chasse, pêche, randonnée, marche, etc.)	0	0	Activités de pleine nature (chasse, pêche, randonnée, marche, etc.)	0	0	0	Moins de 10E	Entre 10 et 20E	Entre 4 et 5 ans	45 à 54 ans	Plus d'un jour sur deux	Entre 4 et 5 ans
Masculin	1964	Forges les eaux (76)	Antibes	Divorcé(e)	0		0	3	0	0		Gérant	CAP	Amateur	plus de 6 ans	Oui	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Rapido	Roulette	Blackjack	Baccara	Machines à sous	Jeux de casino en ligne	0	0	0	0	0		0	0	0	0	0	0	0		Entre amis	0	0	Plus de 50E	Entre amis	En famille	Entre collègues de travail	Sur Internet	Dans un casino	Dans un cercle de jeu	0		En jouant en live	0	0	0	0	0	0	0	0		Texas hold'em	Omaha	Stud	Poker fermé	0	Sit & go	Tournoi	Cash game	Argent fictif	Freeroll	Argent réel		Texas hold'em	Omaha	0	0	0	0	0	0	Freeroll	Argent réel	0	6 fois	En semaine et le week-end	Plutôt le soir	Plutôt la nuit	Winamax, Pokerstars	0	Non	Moins de 5E	Plus de 50E	5	3	2	1	4	La position	Oui	Rapido	Paris hippiques	Roulette	Blackjack	0	0	0	0	0	0	0		Non	 	Non	Oui	Masculin	45 à 54 ans	45 à 54 ans	45 ans et +	BEP, CAP	Artisans, commerçants et chef d'entreprises	Artisans, commerçants et chef d'entreprises	0	20 000 habitants	20 000 habitants	0	Divorcé(e)	3 enfants	Amateur	6 ans et plus	6 ans et plus	2 sites	0	0	0	Entre amis	0	0	Initiation en live	0	Plus de 50E	Plus de 50E	Moins de 5E	Moins de 5E	Plus de 50E	Plus de 50E	Entre amis	En famille	Entre collègues de travail	Sur Internet	Dans un casino	Dans un cercle de jeux	0	Entre amis	En famille	Entre collègues de travail	Dans un casino	Dans un cercle de jeux	0	Parties privées	Internet	Casinos	Cercles de jeux	0	0	0	Oui	Oui	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Rapido	Roulette	Blackjack	Baccara	Machines à sous	Jeux de casino en ligne	0	0	0	0	0	Rapido	Paris hippiques	Roulette	Blackjack	0	0	0	0	0	0	0	0	0	En jouant en live	0	0	0	0	0	0	0	0	Texas hold'em	Omaha	Stud	Poker fermé	0	Sit & go	Tournoi	Cash game	Argent fictif	Freeroll	Argent réel	Oui	Premier tournoi live	Texas hold'em	Omaha	0	0	0	0	0	0	Freeroll	Argent réel	0	6 fois	6 fois	Plus d'un jour sur deux	Pratique on-line très régulière	Pratique online régulière	En semaine et le week-end	Plutôt le soir	Plutôt la nuit	Non réponse	0	Non	5	5	3	3	2	2	1	1	4	4	La position, le niveau des blinds, la profondeur du stack	0	0	Non	0	0	0	0	0	0	Non	Moins de 10E	Plus de 50E	6 ans et plus	45 à 54 ans	Plus d'un jour sur deux	6 ans et plus
Masculin	1975	Rouen	Carpentras	Divorcé(e)	0		0	1	Temps complet	0		Artisant		Amateur	2 ans	Oui	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Rapido	Roulette	Machines à sous	0	0	0	0	0	0	0	0		Amis	0	0	0	0	0	0		Entre amis	0	0	Moins de 5E	Entre amis	Entre collègues de travail	Sur Internet	0	0	0	0		En jouant sur Internet	0	0	0	0	0	0	0	0		Texas hold'em	Omaha	0	0	0	Sit & go	Tournoi	Cash game	Freeroll	Argent réel	0		Texas hold'em	0	0	0	0	0	0	0	Argent réel	0	0	Non	0	0	0		0	Non	Aucune	Entre 20 et 50E	1	3	4	2	5		Non	0	0	0	0	0	0	0	0	0	0	0		0	 	0	Oui	Masculin	35 à 44 ans	35 à 44 ans	35 à 44 ans	0	Artisans, commerçants et chef d'entreprises	Artisans, commerçants et chef d'entreprises	Temps complet	20 000 habitants	20 000 habitants	0	Divorcé(e)	1 enfant	Amateur	2 ans	2 ans	0	Amis	0	0	Entre amis	0	0	Initiation en live	0	Moins de 5E	Moins de 5E	Aucune	Aucune	Entre 20 et 50E	Entre 20 et 50E	Entre amis	Entre collègues de travail	Sur Internet	0	0	0	0	Entre amis	Entre collègues de travail	0	0	0	0	Parties privées	Internet	0	0	0	0	0	Oui	Non	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Rapido	Roulette	Machines à sous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant sur Internet	0	0	0	0	0	0	0	0	Texas hold'em	Omaha	0	0	0	Sit & go	Tournoi	Cash game	Freeroll	Argent réel	0	Oui	Premier tournoi live	Texas hold'em	0	0	0	0	0	0	0	Argent réel	0	0	Non	Non	Non pratiqué	Pratique on-line irrégulière	Pratique online irrégulière	0	0	0	Non réponse	0	Non	1	1	3	3	4	4	2	2	5	5	0	0	0	0	0	0	0	0	0	0	0	Moins de 10E	Entre 20 et 50E	Entre 2 et 3 ans	35 à 44 ans	Pas une seule fois	Entre 2 et 3 ans
Masculin	1977	Marseille	Marseille	En concubinage	0		0	1	Temps complet	0		Enseignant	Bac+4	Amateur	5 ans	Oui	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Rapido	Roulette	Blackjack	Machines à sous	Jeux de casino en ligne	0	0	0	0	0	0		Amis	0	0	0	0	0	0		Entre amis	0	0	Entre 20 et 50E	Entre amis	Sur Internet	Dans un casino	0	0	0	0		En jouant en live	En jouant sur Internet	En regardant des émissions TV	En regardant des vidéos sur Internet	En lisant des magazines	En lisant des ouvrages spécialisés	En discutant avec des joueurs	0	0		Texas hold'em	Omaha	0	0	0	Sit & go	Cash game	Tournoi	Argent réel	0	0		Texas hold'em	Omaha	0	0	0	Sit & go	Tournoi	Cash game	Argent réel	0	0	Non	En semaine et le week-end	Plutôt la nuit	0	Winamaw, Betandwin	0	Oui	Entre 5 et 10E	Plus de 50E	1	3	4	1	4		Non	0	0	0	0	0	0	0	0	0	0	0		Oui	Football, Golf, Course à pied 	Oui	Non	Masculin	25 à 34 ans	25 à 34 ans	25 à 34 ans	BAC+4 et plus	Professions intermédiaires	Professions intermédiaires	Temps complet	100 000 habitants	100 000 habitants	0	En concubinage	1 enfant	Amateur	5 ans	5 ans	0	Amis	0	0	Entre amis	0	0	Initiation en live	0	Entre 20 et 50E	Entre 20 et 50E	Entre 5 et 10E	Entre 5 et 10E	Plus de 50E	Plus de 50E	Entre amis	Sur Internet	Dans un casino	0	0	0	0	Entre amis	Dans un casino	0	0	0	0	Parties privées	Internet	Casinos	0	0	0	0	Oui	Non	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Rapido	Roulette	Blackjack	Machines à sous	Jeux de casino en ligne	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant en live	En jouant sur Internet	En regardant des émissions TV	En regardant des vidéos sur Internet	En lisant des magazines	En lisant des ouvrages spécialisés	En discutant avec des joueurs	0	0	Texas hold'em	Omaha	0	0	0	Sit & go	Cash game	Tournoi	Argent réel	0	0	Non	Expérience d'un tournoi live	Texas hold'em	Omaha	0	0	0	Sit & go	Tournoi	Cash game	Argent réel	0	0	Non	Non	Non pratiqué	Pratique on-line irrégulière	Pratique online irrégulière	En semaine et le week-end	Plutôt la nuit	0	Non réponse	0	Oui	1	1	3	3	4	4	1	1	4	4	0	0	0	Oui	Sports de balle (football, rugby, basketball, handball, volleyball, etc.)	0	0	Sports de balle (football, rugby, basketball, handball, volleyball, etc.)	0	0	Oui	Moins de 10E	Plus de 50E	Entre 4 et 5 ans	18 à 34 ans	Pas une seule fois	Entre 4 et 5 ans
